dataset,model,input_type,horizon,model_seed,aggregation_method,anomaly_type,injection_seed,anomaly_ratio,magnitude_scale,detector_type,threshold_method,threshold_value,tp,fp,tn,fn,precision,recall,f1,false_positive_rate,true_negative_rate,num_points,num_true_anomaly,num_predicted_anomaly
ETTh2,dlinear,multivariate,96,42,mean,spike,3407,0.02,3.0,rolling_zscore,mad,3.6490382543542315,40,42,3279,28,0.4878048780487805,0.5882352941176471,0.5333333333333332,0.012646793134598013,0.987353206865402,3389,68,82
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,residual,percentile,10.3083672,77,176,3136,0,0.30434782608695654,1.0,0.4666666666666667,0.05314009661835749,0.9468599033816425,3389,77,253
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,residual,mean_std,9.029152919893662,77,278,3034,0,0.21690140845070421,1.0,0.35648148148148145,0.08393719806763285,0.9160628019323671,3389,77,355
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,residual,iqr,7.66269355,77,498,2814,0,0.13391304347826086,1.0,0.23619631901840488,0.1503623188405797,0.8496376811594203,3389,77,575
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,residual,mad,8.430836921360001,77,363,2949,0,0.175,1.0,0.2978723404255319,0.10960144927536232,0.8903985507246377,3389,77,440
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,raw_zscore,percentile,2.4890318202338193,47,1860,1452,30,0.02464604090194022,0.6103896103896104,0.047379032258064516,0.5615942028985508,0.4384057971014493,3389,77,1907
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,raw_zscore,mean_std,2.5489408237026434,47,1805,1507,30,0.025377969762419007,0.6103896103896104,0.04872991187143598,0.544987922705314,0.455012077294686,3389,77,1852
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,raw_zscore,iqr,2.3934610983142957,49,1923,1389,28,0.02484787018255578,0.6363636363636364,0.04782820888238165,0.5806159420289855,0.41938405797101447,3389,77,1972
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,raw_zscore,mad,2.9142195731359504,38,1539,1773,39,0.024096385542168676,0.4935064935064935,0.045949214026602174,0.46467391304347827,0.5353260869565217,3389,77,1577
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,diff_score,percentile,3.7355001199999998,6,54,3258,71,0.1,0.07792207792207792,0.08759124087591241,0.016304347826086956,0.9836956521739131,3389,77,60
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,diff_score,mean_std,3.298161693866327,8,90,3222,69,0.08163265306122448,0.1038961038961039,0.09142857142857141,0.02717391304347826,0.9728260869565217,3389,77,98
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,diff_score,iqr,1.8682560000000006,20,514,2798,57,0.03745318352059925,0.2597402597402597,0.06546644844517185,0.15519323671497584,0.8448067632850241,3389,77,534
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,diff_score,mad,2.7201026663499954,10,179,3133,67,0.05291005291005291,0.12987012987012986,0.07518796992481203,0.05404589371980676,0.9459541062801933,3389,77,189
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,rolling_zscore,percentile,4.061008888237861,8,41,3271,69,0.16326530612244897,0.1038961038961039,0.12698412698412698,0.012379227053140096,0.9876207729468599,3389,77,49
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,rolling_zscore,mean_std,13637739.74314351,0,3,3309,77,0.0,0.0,0.0,0.0009057971014492754,0.9990942028985508,3389,77,3
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,rolling_zscore,iqr,3.2034802461986436,11,91,3221,66,0.10784313725490197,0.14285714285714285,0.1229050279329609,0.02747584541062802,0.972524154589372,3389,77,102
ETTh2,dlinear,multivariate,96,42,mean,level_shift,42,0.02,3.0,rolling_zscore,mad,3.6490382543542315,10,57,3255,67,0.14925373134328357,0.12987012987012986,0.13888888888888887,0.017210144927536232,0.9827898550724637,3389,77,67
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,residual,percentile,10.3083672,90,176,3123,0,0.3383458646616541,1.0,0.5056179775280898,0.05334949984843892,0.946650500151561,3389,90,266
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,residual,mean_std,9.029152919893662,90,276,3023,0,0.2459016393442623,1.0,0.3947368421052631,0.08366171567141559,0.9163382843285844,3389,90,366
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,residual,iqr,7.66269355,90,491,2808,0,0.1549053356282272,1.0,0.26825633383010433,0.1488329796908154,0.8511670203091846,3389,90,581
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,residual,mad,8.430836921360001,90,360,2939,0,0.2,1.0,0.33333333333333337,0.10912397696271597,0.890876023037284,3389,90,450
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,raw_zscore,percentile,2.4890318202338193,90,1852,1447,0,0.046343975283213185,1.0,0.08858267716535434,0.5613822370415278,0.43861776295847227,3389,90,1942
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,raw_zscore,mean_std,2.5489408237026434,90,1796,1503,0,0.04772004241781548,1.0,0.09109311740890688,0.5444073961806608,0.4555926038193392,3389,90,1886
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,raw_zscore,iqr,2.3934610983142957,90,1916,1383,0,0.0448654037886341,1.0,0.08587786259541987,0.5807820551682328,0.4192179448317672,3389,90,2006
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,raw_zscore,mad,2.9142195731359504,90,1522,1777,0,0.05583126550868486,1.0,0.10575793184488838,0.46135192482570475,0.5386480751742952,3389,90,1612
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,diff_score,percentile,3.7355001199999998,5,55,3244,85,0.08333333333333333,0.05555555555555555,0.06666666666666667,0.016671718702637162,0.9833282812973628,3389,90,60
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,diff_score,mean_std,3.298161693866327,6,92,3207,84,0.061224489795918366,0.06666666666666667,0.06382978723404255,0.027887238557138528,0.9721127614428615,3389,90,98
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,diff_score,iqr,1.8682560000000006,13,521,2778,77,0.024344569288389514,0.14444444444444443,0.04166666666666667,0.1579266444377084,0.8420733555622916,3389,90,534
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,diff_score,mad,2.7201026663499954,8,181,3118,82,0.042328042328042326,0.08888888888888889,0.05734767025089605,0.05486511063958775,0.9451348893604122,3389,90,189
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,rolling_zscore,percentile,4.061008888237861,10,40,3259,80,0.2,0.1111111111111111,0.14285714285714285,0.012124886329190664,0.9878751136708094,3389,90,50
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,rolling_zscore,mean_std,13637739.74314351,0,3,3296,90,0.0,0.0,0.0,0.0009093664746892998,0.9990906335253107,3389,90,3
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,rolling_zscore,iqr,3.2034802461986436,14,83,3216,76,0.14432989690721648,0.15555555555555556,0.14973262032085563,0.025159139133070628,0.9748408608669293,3389,90,97
ETTh2,dlinear,multivariate,96,42,mean,level_shift,2024,0.02,3.0,rolling_zscore,mad,3.6490382543542315,10,53,3246,80,0.15873015873015872,0.1111111111111111,0.13071895424836602,0.01606547438617763,0.9839345256138223,3389,90,63
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,residual,percentile,10.3083672,79,176,3134,0,0.30980392156862746,1.0,0.47305389221556887,0.053172205438066465,0.9468277945619336,3389,79,255
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,residual,mean_std,9.029152919893662,79,278,3032,0,0.22128851540616246,1.0,0.36238532110091737,0.08398791540785498,0.916012084592145,3389,79,357
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,residual,iqr,7.66269355,79,499,2811,0,0.13667820069204153,1.0,0.24048706240487064,0.15075528700906343,0.8492447129909365,3389,79,578
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,residual,mad,8.430836921360001,79,363,2947,0,0.17873303167420815,1.0,0.30326295585412666,0.10966767371601209,0.890332326283988,3389,79,442
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,raw_zscore,percentile,2.4890318202338193,59,1865,1445,20,0.030665280665280667,0.7468354430379747,0.058911632551173244,0.5634441087613293,0.43655589123867067,3389,79,1924
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,raw_zscore,mean_std,2.5489408237026434,59,1809,1501,20,0.03158458244111349,0.7468354430379747,0.060606060606060615,0.5465256797583081,0.4534743202416918,3389,79,1868
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,raw_zscore,iqr,2.3934610983142957,61,1929,1381,18,0.030653266331658293,0.7721518987341772,0.05896568390526825,0.5827794561933535,0.4172205438066465,3389,79,1990
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,raw_zscore,mad,2.9142195731359504,59,1541,1769,20,0.036875,0.7468354430379747,0.07027992852888623,0.46555891238670694,0.534441087613293,3389,79,1600
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,diff_score,percentile,3.7355001199999998,6,52,3258,73,0.10344827586206896,0.0759493670886076,0.08759124087591241,0.01570996978851964,0.9842900302114803,3389,79,58
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,diff_score,mean_std,3.298161693866327,7,88,3222,72,0.07368421052631578,0.08860759493670886,0.08045977011494254,0.026586102719033233,0.9734138972809667,3389,79,95
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,diff_score,iqr,1.8682560000000006,12,519,2791,67,0.022598870056497175,0.1518987341772152,0.03934426229508197,0.156797583081571,0.843202416918429,3389,79,531
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,diff_score,mad,2.7201026663499954,8,178,3132,71,0.043010752688172046,0.10126582278481013,0.06037735849056604,0.05377643504531722,0.9462235649546827,3389,79,186
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,rolling_zscore,percentile,4.061008888237861,6,40,3270,73,0.13043478260869565,0.0759493670886076,0.096,0.012084592145015106,0.9879154078549849,3389,79,46
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,rolling_zscore,mean_std,13637739.74314351,0,3,3307,79,0.0,0.0,0.0,0.0009063444108761329,0.9990936555891239,3389,79,3
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,rolling_zscore,iqr,3.2034802461986436,8,88,3222,71,0.08333333333333333,0.10126582278481013,0.09142857142857143,0.026586102719033233,0.9734138972809667,3389,79,96
ETTh2,dlinear,multivariate,96,42,mean,level_shift,3407,0.02,3.0,rolling_zscore,mad,3.6490382543542315,6,55,3255,73,0.09836065573770492,0.0759493670886076,0.08571428571428572,0.01661631419939577,0.9833836858006042,3389,79,61
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,residual,percentile,10.3083672,26,176,3136,51,0.12871287128712872,0.33766233766233766,0.1863799283154122,0.05314009661835749,0.9468599033816425,3389,77,202
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,residual,mean_std,9.029152919893662,34,278,3034,43,0.10897435897435898,0.44155844155844154,0.17480719794344474,0.08393719806763285,0.9160628019323671,3389,77,312
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,residual,iqr,7.66269355,38,498,2814,39,0.0708955223880597,0.4935064935064935,0.12398042414355627,0.1503623188405797,0.8496376811594203,3389,77,536
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,residual,mad,8.430836921360001,35,363,2949,42,0.08793969849246232,0.45454545454545453,0.14736842105263157,0.10960144927536232,0.8903985507246377,3389,77,398
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,raw_zscore,percentile,2.4890318202338193,43,1860,1452,34,0.02259590120861797,0.5584415584415584,0.043434343434343436,0.5615942028985508,0.4384057971014493,3389,77,1903
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,raw_zscore,mean_std,2.5489408237026434,43,1805,1507,34,0.023268398268398268,0.5584415584415584,0.04467532467532468,0.544987922705314,0.455012077294686,3389,77,1848
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,raw_zscore,iqr,2.3934610983142957,43,1923,1389,34,0.02187182095625636,0.5584415584415584,0.042094958394517865,0.5806159420289855,0.41938405797101447,3389,77,1966
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,raw_zscore,mad,2.9142195731359504,43,1539,1773,34,0.02718078381795196,0.5584415584415584,0.05183845690174804,0.46467391304347827,0.5353260869565217,3389,77,1582
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,diff_score,percentile,3.7355001199999998,0,53,3259,77,0.0,0.0,0.0,0.0160024154589372,0.9839975845410628,3389,77,53
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,diff_score,mean_std,3.298161693866327,0,89,3223,77,0.0,0.0,0.0,0.026871980676328504,0.9731280193236715,3389,77,89
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,diff_score,iqr,1.8682560000000006,0,513,2799,77,0.0,0.0,0.0,0.15489130434782608,0.845108695652174,3389,77,513
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,diff_score,mad,2.7201026663499954,0,178,3134,77,0.0,0.0,0.0,0.05374396135265701,0.946256038647343,3389,77,178
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,rolling_zscore,percentile,4.061008888237861,0,45,3267,77,0.0,0.0,0.0,0.01358695652173913,0.9864130434782609,3389,77,45
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,rolling_zscore,mean_std,13637739.74314351,0,3,3309,77,0.0,0.0,0.0,0.0009057971014492754,0.9990942028985508,3389,77,3
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,rolling_zscore,iqr,3.2034802461986436,0,101,3211,77,0.0,0.0,0.0,0.030495169082125604,0.9695048309178744,3389,77,101
ETTh2,dlinear,multivariate,96,42,mean,frozen,42,0.02,3.0,rolling_zscore,mad,3.6490382543542315,0,64,3248,77,0.0,0.0,0.0,0.01932367149758454,0.9806763285024155,3389,77,64
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,residual,percentile,10.3083672,7,176,3123,83,0.03825136612021858,0.07777777777777778,0.05128205128205128,0.05334949984843892,0.946650500151561,3389,90,183
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,residual,mean_std,9.029152919893662,9,276,3023,81,0.031578947368421054,0.1,0.048,0.08366171567141559,0.9163382843285844,3389,90,285
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,residual,iqr,7.66269355,21,491,2808,69,0.041015625,0.23333333333333334,0.06976744186046512,0.1488329796908154,0.8511670203091846,3389,90,512
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,residual,mad,8.430836921360001,13,360,2939,77,0.03485254691689008,0.14444444444444443,0.05615550755939526,0.10912397696271597,0.890876023037284,3389,90,373
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,raw_zscore,percentile,2.4890318202338193,61,1852,1447,29,0.03188708834291688,0.6777777777777778,0.060908637044433354,0.5613822370415278,0.43861776295847227,3389,90,1913
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,raw_zscore,mean_std,2.5489408237026434,61,1796,1503,29,0.03284868066774367,0.6777777777777778,0.06266050333846943,0.5444073961806608,0.4555926038193392,3389,90,1857
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,raw_zscore,iqr,2.3934610983142957,61,1916,1383,29,0.030854830551340414,0.6777777777777778,0.059022738268021284,0.5807820551682328,0.4192179448317672,3389,90,1977
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,raw_zscore,mad,2.9142195731359504,61,1522,1777,29,0.03853442830069488,0.6777777777777778,0.07292289300657501,0.46135192482570475,0.5386480751742952,3389,90,1583
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,diff_score,percentile,3.7355001199999998,0,53,3246,90,0.0,0.0,0.0,0.01606547438617763,0.9839345256138223,3389,90,53
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,diff_score,mean_std,3.298161693866327,0,90,3209,90,0.0,0.0,0.0,0.027280994240678993,0.972719005759321,3389,90,90
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,diff_score,iqr,1.8682560000000006,0,519,2780,90,0.0,0.0,0.0,0.15732040012124887,0.8426795998787512,3389,90,519
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,diff_score,mad,2.7201026663499954,0,179,3120,90,0.0,0.0,0.0,0.05425886632312822,0.9457411336768717,3389,90,179
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,rolling_zscore,percentile,4.061008888237861,0,52,3247,90,0.0,0.0,0.0,0.015762352227947862,0.9842376477720521,3389,90,52
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,rolling_zscore,mean_std,13637739.74314351,0,3,3296,90,0.0,0.0,0.0,0.0009093664746892998,0.9990906335253107,3389,90,3
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,rolling_zscore,iqr,3.2034802461986436,0,98,3201,90,0.0,0.0,0.0,0.029705971506517128,0.9702940284934829,3389,90,98
ETTh2,dlinear,multivariate,96,42,mean,frozen,2024,0.02,3.0,rolling_zscore,mad,3.6490382543542315,0,66,3233,90,0.0,0.0,0.0,0.020006062443164597,0.9799939375568354,3389,90,66
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,residual,percentile,10.3083672,0,176,3134,79,0.0,0.0,0.0,0.053172205438066465,0.9468277945619336,3389,79,176
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,residual,mean_std,9.029152919893662,11,278,3032,68,0.03806228373702422,0.13924050632911392,0.05978260869565217,0.08398791540785498,0.916012084592145,3389,79,289
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,residual,iqr,7.66269355,24,499,2811,55,0.045889101338432124,0.3037974683544304,0.079734219269103,0.15075528700906343,0.8492447129909365,3389,79,523
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,residual,mad,8.430836921360001,16,363,2947,63,0.04221635883905013,0.20253164556962025,0.06986899563318777,0.10966767371601209,0.890332326283988,3389,79,379
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,raw_zscore,percentile,2.4890318202338193,38,1865,1445,41,0.019968470835522858,0.4810126582278481,0.03834510595358224,0.5634441087613293,0.43655589123867067,3389,79,1903
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,raw_zscore,mean_std,2.5489408237026434,38,1809,1501,41,0.02057390362750406,0.4810126582278481,0.039460020768431976,0.5465256797583081,0.4534743202416918,3389,79,1847
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,raw_zscore,iqr,2.3934610983142957,38,1929,1381,41,0.019318759532282664,0.4810126582278481,0.03714565004887585,0.5827794561933535,0.4172205438066465,3389,79,1967
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,raw_zscore,mad,2.9142195731359504,38,1541,1769,41,0.024065864471184292,0.4810126582278481,0.04583835946924004,0.46555891238670694,0.534441087613293,3389,79,1579
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,diff_score,percentile,3.7355001199999998,0,49,3261,79,0.0,0.0,0.0,0.014803625377643504,0.9851963746223565,3389,79,49
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,diff_score,mean_std,3.298161693866327,0,85,3225,79,0.0,0.0,0.0,0.0256797583081571,0.974320241691843,3389,79,85
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,diff_score,iqr,1.8682560000000006,0,518,2792,79,0.0,0.0,0.0,0.1564954682779456,0.8435045317220544,3389,79,518
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,diff_score,mad,2.7201026663499954,0,176,3134,79,0.0,0.0,0.0,0.053172205438066465,0.9468277945619336,3389,79,176
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,rolling_zscore,percentile,4.061008888237861,0,44,3266,79,0.0,0.0,0.0,0.013293051359516616,0.9867069486404834,3389,79,44
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,rolling_zscore,mean_std,13637739.74314351,0,3,3307,79,0.0,0.0,0.0,0.0009063444108761329,0.9990936555891239,3389,79,3
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,rolling_zscore,iqr,3.2034802461986436,0,103,3207,79,0.0,0.0,0.0,0.031117824773413898,0.9688821752265862,3389,79,103
ETTh2,dlinear,multivariate,96,42,mean,frozen,3407,0.02,3.0,rolling_zscore,mad,3.6490382543542315,0,65,3245,79,0.0,0.0,0.0,0.019637462235649546,0.9803625377643505,3389,79,65
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,residual,percentile,15.249635319999987,69,23,3297,0,0.75,1.0,0.8571428571428571,0.0069277108433734936,0.9930722891566265,3389,69,92
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,residual,mean_std,14.719545239309873,69,28,3292,0,0.711340206185567,1.0,0.8313253012048193,0.008433734939759036,0.9915662650602409,3389,69,97
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,residual,iqr,13.0226186,69,53,3267,0,0.5655737704918032,1.0,0.7225130890052355,0.015963855421686747,0.9840361445783132,3389,69,122
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,residual,mad,14.6448108929,69,30,3290,0,0.696969696969697,1.0,0.8214285714285715,0.009036144578313253,0.9909638554216867,3389,69,99
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,raw_zscore,percentile,2.4890318202338193,55,1868,1452,14,0.02860114404576183,0.7971014492753623,0.05522088353413654,0.5626506024096386,0.43734939759036146,3389,69,1923
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,raw_zscore,mean_std,2.5489408237026434,54,1814,1506,15,0.028907922912205567,0.782608695652174,0.05575632421270005,0.5463855421686747,0.4536144578313253,3389,69,1868
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,raw_zscore,iqr,2.3934610983142957,57,1930,1390,12,0.02868646200301963,0.8260869565217391,0.05544747081712063,0.5813253012048193,0.4186746987951807,3389,69,1987
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,raw_zscore,mad,2.9142195731359504,46,1550,1770,23,0.02882205513784461,0.6666666666666666,0.05525525525525525,0.46686746987951805,0.5331325301204819,3389,69,1596
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,diff_score,percentile,3.7355001199999998,33,82,3238,36,0.28695652173913044,0.4782608695652174,0.3586956521739131,0.02469879518072289,0.9753012048192771,3389,69,115
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,diff_score,mean_std,3.298161693866327,34,119,3201,35,0.2222222222222222,0.4927536231884058,0.3063063063063063,0.03584337349397591,0.9641566265060241,3389,69,153
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,diff_score,iqr,1.8682560000000006,38,542,2778,31,0.06551724137931035,0.5507246376811594,0.11710323574730355,0.16325301204819276,0.8367469879518072,3389,69,580
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,diff_score,mad,2.7201026663499954,35,209,3111,34,0.14344262295081966,0.5072463768115942,0.22364217252396165,0.06295180722891566,0.9370481927710843,3389,69,244
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,rolling_zscore,percentile,4.061008888237861,33,31,3289,36,0.515625,0.4782608695652174,0.49624060150375937,0.009337349397590362,0.9906626506024097,3389,69,64
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,rolling_zscore,mean_std,13637739.74314351,0,3,3317,69,0.0,0.0,0.0,0.0009036144578313253,0.9990963855421687,3389,69,3
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,rolling_zscore,iqr,3.2034802461986436,54,74,3246,15,0.421875,0.782608695652174,0.5482233502538071,0.022289156626506025,0.977710843373494,3389,69,128
ETTh2,dlinear,multivariate,96,42,max,spike,42,0.02,3.0,rolling_zscore,mad,3.6490382543542315,38,45,3275,31,0.4578313253012048,0.5507246376811594,0.5,0.01355421686746988,0.9864457831325302,3389,69,83
ETTh2,dlinear,multivariate,96,42,max,spike,2024,0.02,3.0,residual,percentile,15.249635319999987,69,23,3297,0,0.75,1.0,0.8571428571428571,0.0069277108433734936,0.9930722891566265,3389,69,92
ETTh2,dlinear,multivariate,96,42,max,spike,2024,0.02,3.0,residual,mean_std,14.719545239309873,69,29,3291,0,0.7040816326530612,1.0,0.8263473053892215,0.008734939759036145,0.9912650602409638,3389,69,98
ETTh2,dlinear,multivariate,96,42,max,spike,2024,0.02,3.0,residual,iqr,13.0226186,69,55,3265,0,0.5564516129032258,1.0,0.7150259067357513,0.016566265060240965,0.983433734939759,3389,69,124
ETTh2,dlinear,multivariate,96,42,max,spike,2024,0.02,3.0,residual,mad,14.6448108929,69,31,3289,0,0.69,1.0,0.8165680473372781,0.009337349397590362,0.9906626506024097,3389,69,100
ETTh2,dlinear,multivariate,96,42,max,spike,2024,0.02,3.0,raw_zscore,percentile,2.4890318202338193,49,1877,1443,20,0.02544132917964694,0.7101449275362319,0.04912280701754387,0.5653614457831325,0.4346385542168675,3389,69,1926
ETTh2,dlinear,multivariate,96,42,max,spike,2024,0.02,3.0,raw_zscore,mean_std,2.5489408237026434,49,1823,1497,20,0.026175213675213676,0.7101449275362319,0.05048943843379701,0.5490963855421687,0.45090361445783134,3389,69,1872
ETTh2,dlinear,multivariate,96,42,max,spike,2024,0.02,3.0,raw_zscore,iqr,2.3934610983142957,49,1938,1382,20,0.024660291897332664,0.7101449275362319,0.047665369649805445,0.5837349397590361,0.4162650602409639,3389,69,1987
ETTh2,dlinear,multivariate,96,42,max,spike,2024,0.02,3.0,raw_zscore,mad,2.9142195731359504,47,1551,1769,22,0.029411764705882353,0.6811594202898551,0.05638872225554888,0.4671686746987952,0.5328313253012048,3389,69,1598
ETTh2,dlinear,multivariate,96,42,max,spike,2024,0.02,3.0,diff_score,percentile,3.7355001199999998,33,82,3238,36,0.28695652173913044,0.4782608695652174,0.3586956521739131,0.02469879518072289,0.9753012048192771,3389,69,115
ETTh2,dlinear,multivariate,96,42,max,spike,2024,0.02,3.0,diff_score,mean_std,3.298161693866327,35,118,3202,34,0.22875816993464052,0.5072463768115942,0.3153153153153153,0.035542168674698796,0.9644578313253012,3389,69,153
